Vel x  Vel y  Vel z Accel x  Accel y  Accel z  Pressure 
1 0 0 0 0 0 0.0575497
1 0 0 2.26283e-06 0 0 0.0575524
1.00001 0 0 7.61074e-05 0 0 0.0575389
1.00001 0 0 0.0001368 0 0 0.0575252
1.00002 0 0 0.000232087 0 0 0.0574865
1.00002 0 0 0.000350467 0 0 0.0574369
1.00004 0 0 0.000509934 0 0 0.0573669
1.00005 0 0 0.00071495 0 0 0.0572772
1.00007 0 0 0.000974421 0 0 0.0571624
1.00009 0 0 0.0012937 0 0 0.0570186
1.00012 0 0 0.00167681 0 0 0.0568401
1.00015 0 0 0.0021251 0 0 0.0566213
1.00019 0 0 0.00263668 0 0 0.0563559
1.00023 0 0 0.00320615 0 0 0.0560376
1.00028 0 0 0.00382403 0 0 0.0556604
1.00032 0 0 0.00447685 0 0 0.0552186
1.00037 0 0 0.00514779 0 0 0.0547074
1.00042 0 0 0.00581717 0 0 0.0541229
1.00046 0 0 0.00646326 0 0 0.0534625
1.00051 0 0 0.0070646 0 0 0.0527251
1.00054 0 0 0.00760107 0 0 0.0519109
1.00057 0 0 0.00805529 0 0 0.0510216
1.00059 0 0 0.0084143 0 0 0.0500604
1.00061 0 0 0.00867033 0 0 0.0490317
1.00062 0 0 0.00882015 0 0 0.0479407
1.00062 0 0 0.00886789 0 0 0.0467933
1.00061 0 0 0.00881772 0 0 0.0455964
1.00059 0 0 0.00868182 0 0 0.0443565
1.00057 0 0 0.00847194 0 0 0.0430802
1.00055 0 0 0.00820175 0 0 0.0417741
1.00052 0 0 0.00788493 0 0 0.0404441
1.00049 0 0 0.00753464 0 0 0.0390956
1.00046 0 0 0.00716276 0 0 0.0377336
1.00043 0 0 0.00677974 0 0 0.0363623
1.0004 0 0 0.00639433 0 0 0.0349854
1.00037 0 0 0.00601362 0 0 0.033606
1.00034 0 0 0.00564315 0 0 0.0322265
1.00031 0 0 0.00528705 0 0 0.030849
1.00028 0 0 0.00494822 0 0 0.0294751
1.00026 0 0 0.00462859 0 0 0.0281059
1.00024 0 0 0.00432923 0 0 0.0267424
1.00021 0 0 0.00405062 0 0 0.025385
1.00019 0 0 0.0037927 0 0 0.0240343
1.00018 0 0 0.0035551 0 0 0.0226902
1.00016 0 0 0.00333717 0 0 0.021353
1.00014 0 0 0.0031381 0 0 0.0200225
1.00013 0 0 0.002957 0 0 0.0186985
1.00012 0 0 0.0027929 0 0 0.0173807
1.00011 0 0 0.00264486 0 0 0.0160688
1.0001 0 0 0.00251194 0 0 0.0147625
1.00009 0 0 0.00239325 0 0 0.0134614
1.00008 0 0 0.00228795 0 0 0.0121649
1.00007 0 0 0.00219528 0 0 0.0108728
1.00007 0 0 0.00211453 0 0 0.00958457
1.00006 0 0 0.0020451 0 0 0.00829973
1.00006 0 0 0.00198642 0 0 0.00701785
1.00005 0 0 0.00193805 0 0 0.00573846
1.00005 0 0 0.00189959 0 0 0.00446112
1.00005 0 0 0.00187073 0 0 0.00318538
1.00005 0 0 0.00185126 0 0 0.00191075
1.00005 0 0 0.0018409 0 0 0.000636843
1.00005 0 0 0.00184041 0 0 2.82955e-09
1 0 0 0 0 0 0.0575496
1 -2.32495e-06 0 1.99156e-06 -3.49563e-05 0 0.0575523
1.00001 -1.87843e-06 0 7.47237e-05 -3.27044e-05 0 0.0575389
1.00001 -2.71428e-06 0 0.000136986 -3.91807e-05 0 0.0575251
1.00002 -3.63939e-06 0 0.000231821 -5.31675e-05 0 0.0574864
1.00002 -4.94839e-06 0 0.00035047 -6.88235e-05 0 0.0574368
1.00004 -6.563e-06 0 0.000509818 -9.08808e-05 0 0.0573668
1.00005 -8.44515e-06 0 0.000714819 -0.000115687 0 0.0572771
1.00007 -1.05645e-05 0 0.000974265 -0.00014449 0 0.0571624
1.00009 -1.28426e-05 0 0.00129346 -0.000175435 0 0.0570186
1.00012 -1.52009e-05 0 0.00167658 -0.00020787 0 0.0568401
1.00015 -1.7527e-05 0 0.00212478 -0.000240148 0 0.0566213
1.00019 -1.96945e-05 0 0.00263637 -0.000270641 0 0.0563559
1.00023 -2.15598e-05 0 0.00320572 -0.000297384 0 0.0560377
1.00028 -2.29762e-05 0 0.00382356 -0.000318456 0 0.0556605
1.00032 -2.38039e-05 0 0.00447668 -0.000331918 0 0.0552188
1.00037 -2.39277e-05 0 0.0051479 -0.000336213 0 0.0547076
1.00042 -2.32644e-05 0 0.00581719 -0.000329988 0 0.0541231
1.00046 -2.17896e-05 0 0.00646345 -0.000312884 0 0.0534627
1.00051 -1.95414e-05 0 0.00706493 -0.000285451 0 0.0527252
1.00054 -1.6606e-05 0 0.00760142 -0.000248469 0 0.051911
1.00057 -1.31289e-05 0 0.0080557 -0.000203771 0 0.0510217
1.00059 -9.29975e-06 0 0.00841483 -0.000154026 0 0.0500604
1.00061 -5.3111e-06 0 0.00867065 -0.000101512 0 0.0490316
1.00062 -1.37081e-06 0 0.00882086 -4.89526e-05 0 0.0479406
1.00062 2.3558e-06 0 0.00886775 1.03307e-06 0 0.0467932
1.00061 5.72559e-06 0 0.00881792 4.71148e-05 0 0.0455963
1.00059 8.62727e-06 0 0.00868195 8.71135e-05 0 0.0443563
1.00057 1.10157e-05 0 0.00847198 0.00012075 0 0.0430801
1.00055 1.28708e-05 0 0.00820168 0.000147455 0 0.041774
1.00052 1.42099e-05 0 0.00788485 0.00016742 0 0.0404439
1.00049 1.50749e-05 0 0.00753449 0.000181119 0 0.0390955
1.00046 1.55216e-05 0 0.00716262 0.000189207 0 0.0377335
1.00043 1.56147e-05 0 0.0067796 0.000192504 0 0.0363622
1.0004 1.54198e-05 0 0.00639419 0.000191842 0 0.0349854
1.00037 1.49997e-05 0 0.00601351 0.000188028 0 0.0336059
1.00034 1.44113e-05 0 0.00564305 0.000181814 0 0.0322265
1.00031 1.37038e-05 0 0.00528696 0.000173844 0 0.030849
1.00028 1.29188e-05 0 0.00494815 0.000164683 0 0.0294751
1.00026 1.20898e-05 0 0.00462853 0.000154777 0 0.0281059
1.00024 1.12433e-05 0 0.00432919 0.000144496 0 0.0267424
1.00021 1.03994e-05 0 0.00405059 0.000134115 0 0.025385
1.00019 9.57284e-06 0 0.00379268 0.000123847 0 0.0240343
1.00018 8.77397e-06 0 0.00355509 0.000113842 0 0.0226903
1.00016 8.00956e-06 0 0.00333716 0.000104202 0 0.021353
1.00014 7.2836e-06 0 0.0031381 9.49927e-05 0 0.0200225
1.00013 6.59791e-06 0 0.002957 8.62489e-05 0 0.0186985
1.00012 5.95269e-06 0 0.00279291 7.79833e-05 0 0.0173807
1.00011 5.34698e-06 0 0.00264487 7.01917e-05 0 0.0160688
1.0001 4.77895e-06 0 0.00251195 6.28576e-05 0 0.0147625
1.00009 4.2462e-06 0 0.00239326 5.59558e-05 0 0.0134614
1.00008 3.74594e-06 0 0.00228796 4.94553e-05 0 0.0121649
1.00007 3.27516e-06 0 0.00219529 4.33211e-05 0 0.0108728
1.00007 2.83071e-06 0 0.00211454 3.75162e-05 0 0.00958458
1.00006 2.40941e-06 0 0.0020451 3.20019e-05 0 0.00829974
1.00006 2.00807e-06 0 0.00198643 2.67397e-05 0 0.00701785
1.00005 1.6235e-06 0 0.00193806 2.16898e-05 0 0.00573847
1.00005 1.25265e-06 0 0.0018996 1.68157e-05 0 0.00446113
1.00005 8.92307e-07 0 0.00187074 1.20743e-05 0 0.00318538
1.00005 5.39771e-07 0 0.00185125 7.4384e-06 0 0.00191075
1.00005 1.91319e-07 0 0.00184094 2.84758e-06 0 0.000636841
1.00005 1.88694e-08 0 0.00184037 5.90323e-07 0 3.22152e-09
1 0 0 0 0 0 0.0575659
1 -6.46575e-06 0 2.24883e-06 -9.82964e-05 0 0.0575679
1 -5.34794e-06 0 6.43675e-05 -9.39211e-05 0 0.0575551
1.00001 -7.78103e-06 0 0.000117583 -0.000112949 0 0.0575397
1.00001 -1.05961e-05 0 0.00020241 -0.000155038 0 0.0575026
1.00002 -1.45338e-05 0 0.000312214 -0.000202364 0 0.0574545
1.00003 -1.94109e-05 0 0.000462972 -0.000268826 0 0.0573876
1.00005 -2.51033e-05 0 0.000660673 -0.000343858 0 0.0573016
1.00006 -3.15261e-05 0 0.000914073 -0.000431064 0 0.0571915
1.00009 -3.84461e-05 0 0.00122938 -0.000524929 0 0.057053
1.00012 -4.563e-05 0 0.001611 -0.00062365 0 0.0568805
1.00015 -5.27357e-05 0 0.00206108 -0.000722016 0 0.0566679
1.00019 -5.9383e-05 0 0.00257801 -0.000815355 0 0.0564088
1.00023 -6.51299e-05 0 0.00315698 -0.000897595 0 0.0560967
1.00027 -6.95232e-05 0 0.00378838 -0.000962665 0 0.0557251
1.00032 -7.21256e-05 0 0.00445828 -0.0010046 0 0.0552883
1.00037 -7.2567e-05 0 0.00514907 -0.00101815 0 0.054781
1.00042 -7.06099e-05 0 0.00584013 -0.00100023 0 0.0541991
1.00047 -6.61627e-05 0 0.00650832 -0.000949114 0 0.05354
1.00051 -5.93124e-05 0 0.00713024 -0.000865175 0 0.0528022
1.00055 -5.03596e-05 0 0.00768399 -0.000752531 0 0.0519862
1.00058 -3.97533e-05 0 0.00815147 -0.000616768 0 0.0510938
1.0006 -2.80533e-05 0 0.00851861 -0.000464549 0 0.0501282
1.00062 -1.5887e-05 0 0.00877724 -0.000304493 0 0.049094
1.00062 -3.87546e-06 0 0.00892469 -0.000144691 0 0.0479968
1.00062 7.44727e-06 0 0.00896457 7.62418e-06 0 0.046843
1.00061 1.76372e-05 0 0.00890448 0.000146429 0 0.0456393
1.0006 2.64053e-05 0 0.00875593 0.000267642 0 0.0443927
1.00058 3.3584e-05 0 0.00853225 0.000368742 0 0.04311
1.00055 3.91295e-05 0 0.00824823 0.000448703 0 0.0417978
1.00052 4.31059e-05 0 0.00791817 0.00050821 0 0.0404623
1.00049 4.5642e-05 0 0.00755589 0.000548606 0 0.0391089
1.00046 4.69174e-05 0 0.00717357 0.000572131 0 0.0377427
1.00043 4.71303e-05 0 0.00678179 0.000581226 0 0.0363678
1.0004 4.64825e-05 0 0.00638931 0.000578467 0 0.0349878
1.00037 4.51654e-05 0 0.0060031 0.000566336 0 0.0336059
1.00034 4.33506e-05 0 0.00562855 0.000547069 0 0.0322244
1.00031 4.11872e-05 0 0.00526956 0.000522653 0 0.0308454
1.00028 3.87988e-05 0 0.00492887 0.000494735 0 0.0294703
1.00026 3.62858e-05 0 0.00460818 0.000464686 0 0.0281002
1.00023 3.37264e-05 0 0.0043084 0.000433576 0 0.0267361
1.00021 3.11802e-05 0 0.00402984 0.000402242 0 0.0253784
1.00019 2.86903e-05 0 0.00377234 0.000371297 0 0.0240275
1.00017 2.62871e-05 0 0.0035354 0.000341185 0 0.0226835
1.00016 2.399e-05 0 0.00331829 0.000312206 0 0.0213463
1.00014 2.18104e-05 0 0.00312013 0.000284545 0 0.020016
1.00013 1.97532e-05 0 0.00293999 0.000258302 0 0.0186922
1.00012 1.78186e-05 0 0.00277685 0.00023351 0 0.0173748
